port_id,pso_lat,pso_lon
CNRZH,34.2165342,124.9779249
CNRZH,34.23413376,124.8785463
CNRZH,34.24543414,124.7778516
CNRZH,34.25555527,124.6768505
CNRZH,34.2696483,124.5765596
CNRZH,34.2902334,124.4774829
CNRZH,34.3147378,124.379132
CNRZH,34.3400059,124.280905
CNRZH,34.36328409,124.1822778
CNRZH,34.38463151,124.0832701
CNRZH,34.4053086,123.9841337
CNRZH,34.42656376,123.8851182
CNRZH,34.44893349,123.7863333
CNRZH,34.47198764,123.6876988
CNRZH,34.49522705,123.5891211
CNRZH,34.5181847,123.490505
CNRZH,34.54054357,123.3917485
CNRZH,34.56203038,123.2927476
CNRZH,34.58244233,123.1934186
CNRZH,34.60309994,123.0941197
CNRZH,34.62679476,122.9956353
CNRZH,34.65637576,122.8987667
CNRZH,34.69254729,122.8037524
CNRZH,34.72999101,122.7092516
CNRZH,34.7623392,122.613648
CNRZH,34.78392613,122.5154966
CNRZH,34.79601221,122.4150413
CNRZH,34.80380253,122.3134882
CNRZH,34.81252605,122.2120492
CNRZH,34.82532488,122.1114473
CNRZH,34.84155834,122.0115195
CNRZH,34.86018662,121.912009
CNRZH,34.88010007,121.8126617
CNRZH,34.89974451,121.7132404
CNRZH,34.91739144,121.6135144
CNRZH,34.93136551,121.5132604
CNRZH,34.94190657,121.4125187
CNRZH,34.95164977,121.3116595
CNRZH,34.96338136,121.2110735
CNRZH,34.97929296,121.1110818
CNRZH,34.99914569,121.0117203
CNRZH,35.02207972,120.9129519
CNRZH,35.04721053,120.8147268
CNRZH,35.07329926,120.7168094
CNRZH,35.09884182,120.6188254
CNRZH,35.12233043,120.5203977
CNRZH,35.14288731,120.4213004
CNRZH,35.16107125,120.3216523
CNRZH,35.17764024,120.2216199
CNRZH,35.19341608,120.1213891
CNRZH,35.20972789,120.0212988
CNRZH,35.22814691,119.9217608
CNRZH,35.25024589,119.8231878
CNRZH,35.27759757,119.7259919
CNRZH,35.31177469,119.6305858
CNRZH,35.35435,119.5373817
CNSHA,35.04896487,129.1267781
CNSHA,34.89120046,129.0541838
CNSHA,34.75970485,128.9178101
CNSHA,34.63780171,128.782408
CNSHA,34.50524714,128.6413217
CNSHA,34.38539281,128.5015392
CNSHA,34.27055213,128.353129
CNSHA,34.15820645,128.1986995
CNSHA,34.03387082,128.0554945
CNSHA,33.93483705,127.9177731
CNSHA,33.81614988,127.75963
CNSHA,33.706516,127.6130029
CNSHA,33.59715101,127.4511938
CNSHA,33.49781814,127.2871129
CNSHA,33.39875009,127.1352284
CNSHA,33.29877659,126.984837
CNSHA,33.19544092,126.8359996
CNSHA,33.09722162,126.689658
CNSHA,33.01859559,126.5356892
CNSHA,32.92900024,126.3626516
CNSHA,32.82093113,126.198727
CNSHA,32.73566247,126.0423657
CNSHA,32.65922489,125.8867245
CNSHA,32.58483682,125.743626
CNSHA,32.50798047,125.5887431
CNSHA,32.44960061,125.4610995
CNSHA,32.39278264,125.3161365
CNSHA,32.33624172,125.1962995
CNSHA,32.24568356,125.0755188
CNSHA,32.17302565,124.9422131
CNSHA,32.11279762,124.8077571
CNSHA,32.05021886,124.6740255
CNSHA,31.98921097,124.5382978
CNSHA,31.94104714,124.4046426
CNSHA,31.88633287,124.2841999
CNSHA,31.84722875,124.1693994
CNSHA,31.79371672,124.0564825
CNSHA,31.75288614,123.9568297
CNSHA,31.72476261,123.8739842
CNSHA,31.69362497,123.7822797
CNSHA,31.67116645,123.7017107
CNSHA,31.64402519,123.6293108
CNSHA,31.63124057,123.6026824
CNSHA,31.61906694,123.5691543
CNSHA,31.60868929,123.5399023
CNSHA,31.60018836,123.5152246
CNSHA,31.59003295,123.4842308
CNSHA,31.58397948,123.4539835
CNSHA,31.57693678,123.422493
CNSHA,31.55155667,123.415758
CNSHA,31.5258579,123.4064896
CNSHA,31.51775522,123.3770985
CNSHA,31.50934185,123.3355615
CNSHA,31.49833645,123.3060194
CNSHA,31.47360166,123.2789227
CNSHA,31.45518032,123.2501632
CNSHA,31.43633797,123.217772
CNSHA,31.42453647,123.1782633
CNSHA,31.41592855,123.1408214
CNSHA,31.40622547,123.1039534
CNSHA,31.39540414,123.0642808
CNSHA,31.38383901,123.0130141
CNSHA,31.37071076,122.9389998
CNSHA,31.35537446,122.8798584
CNSHA,31.32525594,122.8383959
CNSHA,31.32168447,122.8315758
CNSHA,31.31924771,122.8260063
CNSHA,31.31640962,122.8192949
CNSHA,31.31357353,122.8123207
CNSHA,31.31009642,122.8045362
CNSHA,31.30707387,122.7976165
CNSHA,31.30369595,122.7901174
CNSHA,31.30057182,122.7837835
CNSHA,31.29779654,122.7785371
CNSHA,31.29338873,122.772547
CNSHA,31.28872957,122.7677415
CNSHA,31.28497313,122.7633493
CNSHA,31.28048758,122.7582491
CNSHA,31.2756981,122.7527906
CNSHA,31.2708422,122.7465877
CNSHA,31.26654135,122.7417333
